"","new_id","id","assoc_wdid","assoc_stream_id","water_division","water_district","stream_name","structure_category","location_on_google_maps","latitude","longitude","ah_tot_score","ph_tot_score","rec_tot_score","wc_tot_score"
"27","27","46","0200836",201759,1,"2","South Platte River","Diversion Dam","https://www.google.com/maps/@40.3896802615143,-104.659801127925,20z",40.3897,-104.6598,0.252672669699729,0.278970643081677,0.324332707441756,0.0455447731401722
"28","28","47","0202959",201759,1,"2","South Platte River","Diversion Dam","https://www.google.com/maps/@40.233042617695,-104.858667728368,20z",40.233,-104.8587,0.2099628855153,0.284192018754329,0.325868884575479,0.082055018000936
"29","29","48","0200824",201759,1,"2","South Platte River","Diversion Dam","https://www.google.com/maps/@40.2068635786584,-104.82773332222,20z",40.2069,-104.8277,0.231907692518843,0.284458415472321,0.327207375553009,0.292858505669303
"30","30","49","0200819",201759,1,"2","South Platte River","Diversion Dam","https://www.google.com/maps/@40.1695532583833,-104.841508350459,20z",40.1696,-104.8415,0.0840302137336503,0.284778091533912,0.318823981587457,0.297734934434273
"31","31","50","0200822",201759,1,"2","South Platte River","Diversion Dam","https://www.google.com/maps/@40.1668000321791,-104.840708187474,20z",40.1668,-104.8407,0.0924268069096297,0.284831370877511,0.320129913333802,0.337059656483902
"32","32","51","0200821",201759,1,"2","South Platte River","Diversion Dam","https://www.google.com/maps/@40.1218456403755,-104.821580681196,20z",40.1218,-104.8216,0.154123902076603,0.110181682561671,0.32485823153991,0.286252798441106
"33","33","52","0200813",201759,1,"2","South Platte River","Diversion Dam","https://www.google.com/maps/@40.0942369414548,-104.819075388367,20z",40.0942,-104.8191,0.239773205972564,0.286056795780276,0.327227889639609,0.361349778900481
"34","34","53","0200812",201759,1,"2","South Platte River","Diversion Dam","https://www.google.com/maps/@40.0349905364672,-104.829433843949,20z",40.035,-104.8294,0.234320811199178,0.345676381266983,0.657521388769971,0.367725034369862
"35","35","55","0200810",201759,1,"2","South Platte River","Diversion Dam","https://www.google.com/maps/@39.9739271963522,-104.850873424432,20z",39.9739,-104.8509,0.288303191699903,0.287601896744632,0.327216669336453,0.397451368413467
"36","36","58","0200809",201759,1,"2","South Platte River","Diversion Dam","https://www.google.com/maps/@39.9064029354398,-104.89527923338,20z",39.9064,-104.8953,0.181978270945155,0.289839629175769,0.325278617429402,0.332275219764106
"37","37","60","",201759,1,"2","South Platte River","Diversion Dam","https://www.google.com/maps/@39.8922149982436,-104.90107345278,20z",39.8922,-104.9011,0.153005464414905,0.289999467206564,0.326537170583699,0.340078774904207
"38","38","76","0202955",201759,1,"2","South Platte River","Diversion Dam","https://www.google.com/maps/@39.7545381791019,-105.008876768312,20z",39.7545,-105.0089,0.158005464699843,0.175395599126219,0.659059177593251,0.283978812464459
"39","39","80","",201759,1,"8","South Platte River","Diversion Dam","https://www.google.com/maps/@39.714893334168,-105.001844703985,20z",39.7149,-105.0018,0.209974029318033,0.29191752357611,0.326176101851777,0.228148027313575
"40","40","103","801006",201759,1,"8","South Platte River","Diversion Dam","https://www.google.com/maps/@39.4849021930996,-105.104095232578,20z",39.4849,-105.1041,0.625081014039314,0.28733550002664,0.29354535098312,0.522043359561697
"41","41","104","801004",201759,1,"8","South Platte River","Diversion Dam","https://www.google.com/maps/@39.482856755804,-105.116001001481,20z",39.4829,-105.116,0.588787322336427,0.287282220683041,0.292159414342097,0.507154519710537
"42","42","109","2300693",201759,1,"23","South Platte River","Diversion Dam","https://www.google.com/maps/@38.9680396693679,-105.367064720368,20z",38.968,-105.3671,0.498810285196587,0.335872982044861,0.521435909954436,0.604466970838359
"43","43","113","2300707",201759,1,"23","South Platte River","Diversion Dam","https://www.google.com/maps/@39.0049490003635,-105.717019999584,20z",39.0049,-105.717,0.624706939432698,0.316692418349406,0.476255918929186,0.652402994625032
"44","44","114","0300937",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.422340443465,-104.670235323319,20z",40.4223,-104.6702,0.388851218204483,0.278757525707283,0.349754299377024,0.350383050459622
"45","45","117","0300934",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.4433905865911,-104.799016330825,20z",40.4434,-104.799,0.486454199403976,0.279130481112473,0.327517174577855,0.268351779657476
"46","46","118","0300932",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.4425381924816,-104.848178309203,20z",40.4425,-104.8482,0.415817192363878,0.279290319143268,0.327361025612867,0.224325738783326
"47","47","119","0300931",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.4697612381382,-104.934223688148,20z",40.4698,-104.9342,0.396229911054767,0.27923703979967,0.330343007506281,0.327535849515565
"48","48","120","0300930",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.4711564765107,-104.935447063457,20z",40.4712,-104.9354,0.345400326531814,0.279183760456071,0.327582025585792,0.0406190626815217
"49","49","122","0300929",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.5018549996835,-104.967173219648,20z",40.5019,-104.9672,0.298541976027874,0.27886408439448,0.3257148246004,0.362651920591004
"50","50","124","0302301",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.5593353560879,-105.019763185391,20z",40.5593,-105.0198,0.622993094554282,0.278064894240503,0.326296219900339,0.444794299522889
"51","51","125","0302908",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.5645697870721,-105.025455344121,20z",40.5646,-105.0255,0.495319944963949,0.102296339709095,0.326296219900339,0.508911423292263
"52","52","127","",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.5770499722738,-105.047454718271,20z",40.577,-105.0475,0.196068782106159,0.277851776866109,0.326290142019588,0.253819747265399
"53","53","130","0300922",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.5980426551058,-105.079228235034,20z",40.598,-105.0792,0.37793220452469,0.278331290958495,0.326216716334947,0.317402770737129
"54","54","133","0300919",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.6120296651021,-105.106811877769,20z",40.612,-105.1068,0.451315151189112,0.278650967020086,0.319425516278437,0.341004863979659
"55","55","134","0300918",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.6116574303675,-105.112986062625,20z",40.6117,-105.113,0.461899438790001,0.278704246363685,0.319566080916703,0.415350358790884
"56","56","136","0300914",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.6260194297607,-105.151445002752,20z",40.626,-105.1514,0.369113404872945,0.278437849645692,0.306065948511355,0.526641795767173
"57","57","137","0300912",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.6308219264285,-105.16794785813,20z",40.6308,-105.1679,0.362369033612,0.278278011614897,0.301919367974586,0.471449904449105
"58","58","138","0300912",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.6326278224356,-105.168648373329,20z",40.6326,-105.1686,0.573783199866508,0.453780169428313,0.300682060554133,0.402773709944803
"59","59","139","",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.6416559976846,-105.172568538254,20z",40.6417,-105.1726,0.397911359893722,0.278011614896904,0.294622686950268,0.558107265295313
"60","60","140","0300911",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.656280835613,-105.185342219371,20z",40.6563,-105.1853,0.414729380562781,0.277798497522511,0.28391768065075,0.498313906351853
"61","61","141","0300910",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.6605202791093,-105.203482440804,20z",40.6605,-105.2035,0.465667041633493,0.336299216793649,0.604029701486858,0.577202816413893
"62","62","142","0300908",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.664348697683,-105.216837470912,20z",40.6643,-105.2168,0.470480430840497,0.336245937450051,0.598168431489084,0.494293930565057
"63","63","143","0300907",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.6706684783717,-105.227826375669,20z",40.6707,-105.2278,0.562839723201039,0.336192658106452,0.591560829548811,0.573769935427969
"64","64","144","300906",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.7010328524501,-105.247676216525,20z",40.701,-105.2477,0.560320935701314,0.33592626138846,0.569365283830933,0.505119710032067
"65","65","145","300905",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.6917698402952,-105.255308806059,20z",40.6918,-105.2553,0.776090528213145,0.277532100804518,0.245793696018383,0.648794289710759
"66","66","146","",205018,1,"3","Cache la Poudre River","Diversion Dam","https://www.google.com/maps/@40.7026144219797,-105.718271783879,20z",40.7026,-105.7183,0.777393259555427,0.0999520485907614,0.119439380974421,0.508251014188764
"67","67","147","400517",205019,1,"4","Big Thompson River","Diversion Dam","https://www.google.com/maps/@40.3462206833118,-104.791578102664,20z",40.3462,-104.7916,0.317314270975226,0.280515744046033,0.325866801307983,0.3565407936161
"68","68","148","402805",205019,1,"4","Big Thompson River","Diversion Dam","https://www.google.com/maps/@40.3461940453067,-104.891447755514,20z",40.3462,-104.8914,0.495332925523506,0.280941978794821,0.325491050410834,0.31128888598458
"69","69","149","400522",205019,1,"4","Big Thompson River","Diversion Dam","https://www.google.com/maps/@40.3869485716956,-104.950180124002,20z",40.3869,-104.9502,0.477962392543331,0.280249347328041,0.325965715944035,0.264783863633467
"70","70","150","400523",205019,1,"4","Big Thompson River","Diversion Dam","https://www.google.com/pswwater@msn.commaps/@40.3859243972705,-105.014758480088,20z",40.3859,-105.0148,0.449466039670396,0.280462464702435,0.32602710781738,0.220825828387751
"71","71","154","400519",205019,1,"4","Big Thompson River","Diversion Dam","https://www.google.com/maps/@40.3912475367437,-105.083412766409,20z",40.3912,-105.0834,0.461917275352609,0.104534072140231,0.326246406743437,0.391236431821357
"72","72","155","400532",205019,1,"4","Big Thompson River","Diversion Dam","https://www.google.com/maps/@40.3978752225363,-105.106407023237,20z",40.3979,-105.1064,0.438309719116104,0.280036229953647,0.32745818129482,0.428659500804681
"73","73","158","400501",205019,1,"4","Big Thompson River","Diversion Dam","https://www.google.com/maps/@40.4058582516018,-105.142873846809,20z",40.4059,-105.1429,0.635857037463136,0.104161116735042,0.327880343252194,0.636418229355901
"74","74","159","400520",205019,1,"4","Big Thompson River","Diversion Dam","https://www.google.com/maps/@40.4173434539152,-105.180203221289,20z",40.4173,-105.1802,0.647069564786476,0.279663274548458,0.311383830475356,0.499787646732603
"75","75","160","400530",205019,1,"4","Big Thompson River","Diversion Dam","https://www.google.com/maps/@40.4174925382151,-105.189935832366,20z",40.4175,-105.1899,0.650736543647637,0.279609995204859,0.306627627917302,0.472998696982663
"76","76","161","400543",205019,1,"4","Big Thompson River","Diversion Dam","https://www.google.com/maps/@40.4173200600315,-105.191838610588,20z",40.4173,-105.1918,0.622749369080083,0.279556715861261,0.305766350464131,0.534102609387091
"77","77","163","400521",205019,1,"4","Big Thompson River","Diversion Dam","https://www.google.com/maps/@40.4214870008019,-105.224921805176,20z",40.4215,-105.2249,0.606205594745158,0.338057435132399,0.616402462086974,0.49575269442263
"78","78","165","400540",205019,1,"4","Big Thompson River","Diversion Dam","https://www.google.com/maps/@40.4184018866817,-105.243930676535,20z",40.4184,-105.2439,0.700484041232673,0.338004155788801,0.608248593961706,0.646417044548929
"79","79","168","400587",177961,1,"4","Little Thompson River","Diversion Dam","https://www.google.com/maps/@40.3298753699915,-104.876139251113,20z",40.3299,-104.8761,0.530342367505304,0.2816878896052,0.327558198867099,0.400621754608642
"80","80","169","400599",177961,1,"4","Little Thompson River","Diversion Dam","https://www.google.com/maps/@40.300698149019,-104.983415544697,20z",40.3007,-104.9834,0.477600526671701,0.282167403697586,0.329829614973756,0.359532542243265
"81","81","170","400601",177961,1,"4","Little Thompson River","Diversion Dam","https://www.google.com/maps/@40.2936432256559,-105.061782831849,20z",40.2936,-105.0618,0.498268317741366,0.282273962384783,0.327004659819647,0.408290992339961
"82","82","171","400600",177961,1,"4","Little Thompson River","Diversion Dam","https://www.google.com/maps/@40.2786568081838,-105.091841461042,20z",40.2787,-105.0918,0.536841151560254,0.282593638446374,0.325044175177485,0.378711875597649
"83","83","172","400603",177961,1,"4","Little Thompson River","Diversion Dam","https://www.google.com/maps/@40.257457331834,-105.167281291633,20z",40.2575,-105.1673,0.598420122194517,0.283179711225958,0.289410720798415,0.387113983333265
"84","84","173","400588",177961,1,"4","Little Thompson River","Diversion Dam","https://www.google.com/maps/@40.2590652399259,-105.17600406731,20z",40.2591,-105.176,0.536148268703641,0.283073152538761,0.287131688901819,0.503681767854654
"85","85","174","400602",177961,1,"4","Little Thompson River","Diversion Dam","https://www.google.com/maps/@40.2592407897136,-105.200006041559,20z",40.2592,-105.2,0.562925137897538,0.282806755820768,0.291997097664363,0.601496389358577
"86","86","175","",177961,1,"4","Little Thompson River","Diversion Dam","https://www.google.com/maps/@40.2848559284095,-105.249692529732,20z",40.2849,-105.2497,0.700084154898299,0.282114124353988,0.298309126293039,0.606338728068075
"87","87","176","500939",205012,1,"5","Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.2467986547937,-104.88429710314,20z",40.2468,-104.8843,0.310574132740489,0.284032180723533,0.319191155332186,0.355523137802707
"88","88","180","500589",205012,1,"5","Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.1700001856135,-104.991840456448,20z",40.17,-104.9918,0.229447276367468,0.343971442271831,0.652633698710709,0.384476573781683
"89","89","181","",205012,1,"5","Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.1492165116992,-105.035999120116,20z",40.1492,-105.036,0.254144521652051,0.344344397677021,0.656332831018006,0.320287113178131
"90","90","188","500559",205012,1,"5","Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.1680572985294,-105.141757612457,20z",40.1681,-105.1418,0.357236777830405,0.284724812190314,0.326600404969364,0.334444139966629
"91","91","189","500558",205012,1,"5","Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.1744337691755,-105.163522768582,20z",40.1744,-105.1635,0.377920788711929,0.109009537002504,0.323447078279848,0.334098165793146
"92","92","190","500554",205012,1,"5","Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.1756305449014,-105.168783684289,20z",40.1756,-105.1688,0.398818387140102,0.108956257658906,0.322848483806895,0.304726869545737
"93","93","191","500557",205012,1,"5","Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.1758930983807,-105.168811637934,20z",40.1759,-105.1688,0.503772128458901,0.108902978315307,0.322660015506166,0.378716447737381
"94","94","193","500601",205012,1,"5","Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.1885894553371,-105.197096819716,20z",40.1886,-105.1971,0.609020296644456,0.284405136128723,0.309695181908259,0.436131420528606
"95","95","194","500547",205012,1,"5","Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.1972460801955,-105.207797559469,20z",40.1972,-105.2078,0.643989796507403,0.108583302253716,0.305681262320267,0.453617479705261
"96","96","195","500545",205012,1,"5","Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.2044208811571,-105.219602688645,20z",40.2044,-105.2196,0.713707863725237,0.108476743566519,0.312740874251629,0.456204378151092
"97","97","196","500545",205012,1,"5","Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.20493105404,-105.221026266662,20z",40.2049,-105.221,0.713707863725237,0.108423464222921,0.313520030306157,0.456204378151092
"98","98","197","",205012,1,"5","Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.208195513302,-105.229530737579,20z",40.2082,-105.2295,0.713842989353404,0.283925622036336,0.318459113564904,0.457891134676529
"99","99","199","500529",205012,1,"5","Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.211613481145,-105.251557136675,20z",40.2116,-105.2516,0.587759874229139,0.108157067504928,0.325524516662465,0.48495592312299
"100","100","200","500527",205012,1,"5","Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.2124031604091,-105.252857876442,20z",40.2124,-105.2529,0.421933172852922,0.283765784005541,0.32557627876102,0.532676927951279
"101","101","201","0500526",205012,1,"5","Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.2154431116453,-105.259274720771,20z",40.2154,-105.2593,0.404236459673389,0.34226650327668,0.652441506195116,0.485405388429705
"102","102","204","500523",205012,1,"5","Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.218995796681,-105.261414120197,20z",40.219,-105.2614,0.545788557444634,0.342106665245884,0.652460888372337,0.366879820366926
"103","103","205","500523",205012,1,"5","Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.219980597131,-105.26263848362,20z",40.22,-105.2626,0.54576649448026,0.166391390058074,0.652432304922889,0.366854935184012
"104","104","217","500511",178190,1,"5","North Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.2293567159102,-105.345913829252,20z",40.2294,-105.3459,0.619269164668196,0.282060845010389,0.294368526731403,0.216271873210707
"105","105","219","",178190,1,"5","North Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.2156872886668,-105.363328907696,20z",40.2157,-105.3633,0.587770446325624,0.340561564281528,0.611851213153517,0.509317778040266
"106","106","222","500522",178246,1,"5","South Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.213811141806,-105.277280121264,20z",40.2138,-105.2773,0.697205999359204,0.342000106558687,0.649709995486971,0.594374381776325
"107","107","223","500603",178246,1,"5","South Saint Vrain Creek","Diversion Dam","https://www.google.com/maps/@40.091340083675,-105.508677504322,20z",40.0913,-105.5087,0.713979517497445,0.281634610261602,0.317767458261093,0.54391099069344
"108","108","224","600551",178354,1,"6","Boulder Creek","Diversion Dam","https://www.google.com/maps/@40.1249333305666,-105.022778815976,20z",40.1249,-105.0228,0.229320149891624,0.110288241248868,0.327444443049617,0.331442555399582
"109","109","225","",178354,1,"6","Boulder Creek","Diversion Dam","https://www.google.com/maps/@40.1093863671455,-105.036863536722,20z",40.1094,-105.0369,0.268677802886173,0.286003516436677,0.327284290559933,0.319623004421632
"110","110","226","600527",178354,1,"6","Boulder Creek","Diversion Dam","https://www.google.com/maps/@40.0931770507335,-105.054235350236,20z",40.0932,-105.0542,0.30643090509137,0.286642868559859,0.325429309612805,0.494168482551479
"111","111","230","",178354,1,"6","Boulder Creek","Diversion Dam","https://www.google.com/maps/@40.0506201192386,-105.122579078162,20z",40.0506,-105.1226,0.377906567360088,0.111247269433641,0.321569943322869,0.314248334338499
"112","112","231","",178354,1,"6","Boulder Creek","Diversion Dam","https://www.google.com/maps/@40.0493331203054,-105.126594224521,20z",40.0493,-105.1266,0.377906567360088,0.111140710746444,0.321365164485379,0.314248334338499
"113","113","232","600538",178354,1,"6","Boulder Creek","Diversion Dam","https://www.google.com/maps/@40.0468956028483,-105.129014999425,20z",40.0469,-105.129,0.377872640538053,0.287069103308647,0.321304082996442,0.315545517090007
"114","114","233","600538",178354,1,"6","Boulder Creek","Diversion Dam","https://www.google.com/maps/@40.0477442205426,-105.130572317839,20z",40.0477,-105.1306,0.377872220723087,0.286855985934253,0.32033737958744,0.390117578520102
"115","115","234","600550",178354,1,"6","Boulder Creek","Diversion Dam","https://www.google.com/maps/@40.0529839420743,-105.150753947043,20z",40.053,-105.1508,0.330385368237326,0.286696147903458,0.310199745889703,0.365228144495994
"116","116","237","",178354,1,"6","Boulder Creek","Diversion Dam","https://www.google.com/maps/@40.0407163627052,-105.198712149551,20z",40.0407,-105.1987,0.352379900790764,0.110714475997656,0.318822962953407,0.469358424035496
"117","117","238","600528",178354,1,"6","Boulder Creek","Diversion Dam","https://www.google.com/maps/@40.0364002982682,-105.205773613359,20z",40.0364,-105.2058,NA,0.110767755341254,NA,NA
"118","118","245","600518",178354,1,"6","Boulder Creek","Diversion Dam","https://www.google.com/maps/@40.0282639362389,-105.223008896562,20z",40.0283,-105.223,0.245967276374804,0.11055463796686,0.325099008178423,0.359302675420537
"119","119","246","600513",178354,1,"6","Boulder Creek","Diversion Dam","https://www.google.com/maps/@40.0149159504364,-105.27872016143,20z",40.0149,-105.2787,0.244700907416681,0.403004954978955,0.653987675923095,0.386266045066609
"120","120","247","600525",178354,1,"6","Boulder Creek","Diversion Dam","https://www.google.com/maps/@40.0138964781064,-105.300325459464,20z",40.0139,-105.3003,0.279887494171254,0.227076562416751,0.65243651708394,0.484094009274689
"121","121","248","600501",178354,1,"6","Boulder Creek","Diversion Dam","https://www.google.com/maps/@40.0128121232328,-105.301142605604,20z",40.0128,-105.3011,0.522462347069074,0.22712984176035,0.652321577859038,0.594725792523969
"122","122","252","",178467,1,"6","North Boulder Creek","Diversion Dam","https://www.google.com/maps/@40.0055777613768,-105.426527315228,20z",40.0056,-105.4265,0.492122024154258,0.342852576056263,0.618443968375769,0.596926969994074
"123","123","253","",178467,1,"6","North Boulder Creek","Diversion Dam","https://www.google.com/maps/@39.9899084599699,-105.501955163749,20z",39.9899,-105.502,0.58775049137721,0.283286269913155,0.317318041191502,0.500344918322863
"124","124","260","600599",178467,1,"6","North Boulder Creek","Diversion Dam","https://www.google.com/maps/@40.0136834946048,-105.55785592748,20z",40.0137,-105.5579,0.663822378873521,0.281741168948799,0.294935972855697,0.509978742183305
"125","125","261","",178467,1,"6","North Boulder Creek","Diversion Dam","https://www.google.com/maps/@40.0280101459381,-105.573790679621,20z",40.028,-105.5738,0.411416566745061,0.280782140764026,0.289443836818531,0.509424211540882
"126","126","262","",178467,1,"6","North Boulder Creek","Diversion Dam","https://www.google.com/maps/@40.0279422397189,-105.574094692002,20z",40.0279,-105.5741,0.411416566745061,0.280728861420427,0.289292028705304,0.360295000251596
"127","127","272","700547",181805,1,"7","Clear Creek","Diversion Dam","https://www.google.com/maps/@39.8159549866518,-105.001742691267,20z",39.816,-105.0017,0.193122875712059,0.291331450796526,0.317818670445298,0.304149368139987
"128","128","274","",181805,1,"7","Clear Creek","Diversion Dam","https://www.google.com/maps/@39.8088372384539,-105.015610927437,20z",39.8088,-105.0156,0.265960515707911,0.291438009483723,0.319643091840083,0.251716297494656
